# id, y,andular_velocity
0.000000000000000000e+00,2.842170943040400743e-14,-2.960367366148559110e-01
1.000000000000000000e+00,2.842170943040400743e-14,-2.943461139867536436e-01
2.000000000000000000e+00,2.842170943040400743e-14,-2.939194607425370531e-01
3.000000000000000000e+00,2.842170943040400743e-14,-2.949801154504715361e-01
4.000000000000000000e+00,2.842170943040400743e-14,2.965862873718540516e-01
5.000000000000000000e+00,2.842170943040400743e-14,2.955255051857970661e-01
6.000000000000000000e+00,2.842170943040400743e-14,2.942933656363669881e-01
7.000000000000000000e+00,2.842170943040400743e-14,2.938462054978968618e-01
8.000000000000000000e+00,2.842170943040400743e-14,2.946299055064718342e-01
9.000000000000000000e+00,2.842170943040400743e-14,2.960913257043156221e-01
1.000000000000000000e+01,2.842170943040400743e-14,2.967029021025588409e-01
1.100000000000000000e+01,2.842170943040400743e-14,2.959446300971380617e-01
1.200000000000000000e+01,2.842170943040400743e-14,2.948098899600857248e-01
1.300000000000000000e+01,2.842170943040400743e-14,2.940788743083078138e-01
1.400000000000000000e+01,2.842170943040400743e-14,2.946535065220526328e-01
1.500000000000000000e+01,2.842170943040400743e-14,2.960212199531458976e-01
1.600000000000000000e+01,2.842170943040400743e-14,2.967354281423735807e-01
1.700000000000000000e+01,2.842170943040400743e-14,2.958521894543338915e-01
1.800000000000000000e+01,2.842170943040400743e-14,-8.345159085667507807e-04
1.900000000000000000e+01,2.842170943040400743e-14,-2.363637112135445490e-03
2.000000000000000000e+01,2.842170943040400743e-14,-2.952289244934454548e-01
2.100000000000000000e+01,2.842170943040400743e-14,-2.966311517681551324e-01
2.200000000000000000e+01,2.842170943040400743e-14,-2.967555192282365639e-01
2.300000000000000000e+01,2.842170943040400743e-14,-2.950269482793128617e-01
2.400000000000000000e+01,2.842170943040400743e-14,-2.939506625477834034e-01
2.500000000000000000e+01,2.842170943040400743e-14,2.954913635040374853e-01
2.600000000000000000e+01,2.842170943040400743e-14,2.953345351771395899e-01
2.700000000000000000e+01,2.842170943040400743e-14,2.965607264717182723e-01
2.800000000000000000e+01,2.842170943040400743e-14,2.966011071300734270e-01
2.900000000000000000e+01,2.842170943040400743e-14,1.849580058244781205e-04
3.000000000000000000e+01,2.842170943040400743e-14,-5.876715765505490831e-03
3.100000000000000000e+01,2.842170943040400743e-14,-2.899612346832353693e-01
3.200000000000000000e+01,2.842170943040400743e-14,-2.967219769738305146e-01
3.300000000000000000e+01,2.842170943040400743e-14,-2.959585376972158066e-01
3.400000000000000000e+01,2.842170943040400743e-14,-2.946421923997021297e-01
3.500000000000000000e+01,2.842170943040400743e-14,-2.936274396044573076e-01
3.600000000000000000e+01,2.842170943040400743e-14,-2.941360353774215564e-01
3.700000000000000000e+01,2.842170943040400743e-14,-2.957606747696177596e-01
3.800000000000000000e+01,2.842170943040400743e-14,-2.967344825263419916e-01
3.900000000000000000e+01,2.842170943040400743e-14,-2.960316915758480771e-01
4.000000000000000000e+01,2.842170943040400743e-14,-2.947056039068189359e-01
4.100000000000000000e+01,2.842170943040400743e-14,-2.939892512749385234e-01
4.200000000000000000e+01,2.842170943040400743e-14,-2.949420745106501318e-01
4.300000000000000000e+01,2.842170943040400743e-14,-6.841494382315112992e-06
4.400000000000000000e+01,2.842170943040400743e-14,-4.454932645354622162e-03
4.500000000000000000e+01,2.842170943040400743e-14,-4.329918853912489637e-03
4.600000000000000000e+01,2.842170943040400743e-14,2.921603000541145856e-01
4.700000000000000000e+01,2.842170943040400743e-14,2.906808270254961912e-01
4.800000000000000000e+01,2.842170943040400743e-14,2.962799230559707286e-01
4.900000000000000000e+01,2.842170943040400743e-14,3.012195439735022573e-01
5.000000000000000000e+01,2.842170943040400743e-14,3.009782291343773286e-01
5.100000000000000000e+01,2.842170943040400743e-14,2.963043314144062634e-01
5.200000000000000000e+01,2.842170943040400743e-14,2.908422867984933324e-01
5.300000000000000000e+01,2.842170943040400743e-14,2.894372743939351289e-01
5.400000000000000000e+01,2.842170943040400743e-14,2.929691286958714391e-01
5.500000000000000000e+01,2.842170943040400743e-14,9.307358479550874655e-04
5.600000000000000000e+01,2.842170943040400743e-14,-2.950741212356653431e-01
5.700000000000000000e+01,2.842170943040400743e-14,-2.987334812684606655e-01
5.800000000000000000e+01,2.842170943040400743e-14,2.934046956204451329e-01
5.900000000000000000e+01,2.842170943040400743e-14,2.924225260343761845e-01
6.000000000000000000e+01,2.842170943040400743e-14,2.950077216203306762e-01
6.100000000000000000e+01,2.842170943040400743e-14,2.970887033346365502e-01
6.200000000000000000e+01,2.842170943040400743e-14,2.971358255985889207e-01
6.300000000000000000e+01,2.842170943040400743e-14,2.949192531194601563e-01
6.400000000000000000e+01,2.842170943040400743e-14,2.937009319133801477e-01
6.500000000000000000e+01,2.842170943040400743e-14,2.944618571813250041e-01
6.600000000000000000e+01,2.842170943040400743e-14,2.965734125002612576e-01
6.700000000000000000e+01,2.842170943040400743e-14,2.975383796919989221e-01
6.800000000000000000e+01,2.842170943040400743e-14,2.965822313393366438e-01
6.900000000000000000e+01,2.842170943040400743e-14,2.941957393185076763e-01
7.000000000000000000e+01,2.842170943040400743e-14,2.929622199426259455e-01
7.100000000000000000e+01,2.842170943040400743e-14,2.939862790453112162e-01
7.200000000000000000e+01,2.842170943040400743e-14,1.106205115056803573e-03
7.300000000000000000e+01,2.842170943040400743e-14,-2.942855822949840827e-01
7.400000000000000000e+01,2.842170943040400743e-14,-2.982805092265832236e-01
7.500000000000000000e+01,2.842170943040400743e-14,-2.992610717842558721e-01
7.600000000000000000e+01,2.842170943040400743e-14,-2.968088286635073847e-01
7.700000000000000000e+01,2.842170943040400743e-14,-2.924149314415795398e-01
7.800000000000000000e+01,2.842170943040400743e-14,-2.911590840631705923e-01
7.900000000000000000e+01,2.842170943040400743e-14,-2.930547736117739555e-01
8.000000000000000000e+01,2.842170943040400743e-14,-2.965415305869227303e-01
8.100000000000000000e+01,2.842170943040400743e-14,-2.974979332150031186e-01
8.200000000000000000e+01,2.842170943040400743e-14,-2.960669104029945431e-01
8.300000000000000000e+01,2.842170943040400743e-14,-2.937179979845759292e-01
8.400000000000000000e+01,2.842170943040400743e-14,3.865065523623218997e-03
8.500000000000000000e+01,2.842170943040400743e-14,3.824530185818349019e-03
8.600000000000000000e+01,2.842170943040400743e-14,3.780624917591953165e-03
8.700000000000000000e+01,2.842170943040400743e-14,3.740677774522151253e-03
8.800000000000000000e+01,2.842170943040400743e-14,3.700385696840732298e-03
8.900000000000000000e+01,2.842170943040400743e-14,3.652521401284417740e-03
9.000000000000000000e+01,3.692647355427365596e+01,-4.153516687010134004e-04
9.100000000000000000e+01,-4.760733488679073844e+01,2.459107215575662420e-01
9.200000000000000000e+01,-1.258251099100361472e+02,2.468718104010646230e-01
9.300000000000000000e+01,-1.360994878758646678e+02,2.460172796972903420e-01
9.400000000000000000e+01,-9.444908196060472960e+01,2.449502400457445328e-01
9.500000000000000000e+01,-3.015693005863825249e+01,2.440323307185508217e-01
9.600000000000000000e+01,-5.792548840123188825e+00,2.440516819847761421e-01
9.700000000000000000e+01,2.842170943040400743e-14,2.450567397351174626e-01
9.800000000000000000e+01,2.842170943040400743e-14,2.464809538787807452e-01
9.900000000000000000e+01,2.842170943040400743e-14,2.465699276157133912e-01
1.000000000000000000e+02,2.842170943040400743e-14,2.457214442656350251e-01
1.010000000000000000e+02,2.842170943040400743e-14,2.445741002163621114e-01
1.020000000000000000e+02,2.842170943040400743e-14,2.440730186716329186e-01
1.030000000000000000e+02,2.842170943040400743e-14,-2.935853034178453336e-01
